CUSTOMER_ID,LOYALTY_SEGMENT,CHEFS_TABLE,AGE, INCOME ,GENDER,ZIP_CODE,DMA,GEOGRAPHY,ACQUIRED_DATE,12 Mo. DELIVERY_FEE_PAID,12 Mo. DELIVERYPASS_USED,12 Mo. DISCOUNT_AMOUNT,12 Mo. Orders,12 Mo. ORDERS_W_PROMO,12 Mo. Sales,24 Mo. DELIVERY_FEE_PAID,24 Mo. DELIVERYPASS_USED,24 Mo. DISCOUNT_AMOUNT,24 Mo. Orders,24 Mo. Orders w. Promo,24 Mo. Sales, SUNDAY ORDERS 12 MO.,MONDAY ORDERS 12 MO.,TUESDAY ORDERS 12 MO.,WEDNESDAY ORDERS 12 MO.,THURSDAY ORDERS 12 MO.,FRIDAY ORDERS 12 MO.,SATURDAY ORDERS 12 MO.,AlcoholicBeverages,BabyBoutique,Bakery,Bread,Catering,Dairy,DeliandCheese,Floral,Freezer,Grocery,HealthandBeautyAids,HouseholdEssentials,Kitchen,MealKit,Meat,NonalcoholicBeverages,PetShop,Poultry,Produce,Seafood,Snacks
100239196,3. Every Three Week Shoppers,1,82,150000,F,10025,NY-NJ,Manhattan,2004/3/31,133.80,0,7.73,21,6,3333,277.56,0,13.79,45,14,6936,8,4,2,4,0,2,1,0,0,1.25,2.74,0,15.06,6.09,0,5,14.58,17.34,4.01,4.56,0,0,8.04,0,0.74,15.12,0,5.47
10024479404,4. Once a Month Shoppers,0,68,100000,M,11218,NY-NJ,Brooklyn,2013/3/9,79.88,0,0.01,12,1,2044,151.76,0,2.02,24,3,3824,6,1,0,1,0,0,4,0,0,1.15,0,0,9.83,0,0,4.2,18,6.32,18.47,0,0,0,31.76,0,0,1.37,0,8.9
100251320,1. Weekly Shoppers,1,80,150000,F,10022,NY-NJ,Manhattan,2013/11/19,0.00,55,16.27,58,9,7916,0.00,108,22.30,108,14,14504,6,11,11,8,6,10,3,0.8,2.9,0.99,2.4,0.5,16.94,6.97,0,13,8.24,1.24,7.45,2.27,0,0.89,2.59,0,2.06,18.83,2.4,9.03
10025314925,2. Bi-Weekly Shoppers,1,33,100000,F,11109,NY-NJ,Queens,2012/1/9,0.00,27,104.59,32,15,4667,17.97,27,144.56,40,21,5924,8,5,5,3,5,4,2,0,2.86,4.76,1.19,0,16.55,9.84,0,5.29,6.7,0,0,6.62,0,7.69,0.88,0,4.71,24.35,3.46,5.1
10026493970,3. Every Three Week Shoppers,0,33,45000,F,11211,NY-NJ,Brooklyn,2012/1/9,6.99,0,64.94,8,8,1343,24.96,0,106.89,18,15,3145,5,0,1,0,0,1,1,0,0,0,0,0,12.39,1.94,0,10.99,9.64,3.13,22.74,0,0,6.2,0.59,0,17.64,13.57,0,1.17
100271504,5. Infrequent Shoppers,0,38,50000,F,10028,NY-NJ,Manhattan,2004/3/31,46.93,0,0.00,7,#N/A,1303,94.85,0,4.00,15,#N/A,2546,1,0,3,0,2,0,1,0.98,0,2.61,2.26,0,17.48,6.89,0,6.77,13,0,0,3.47,0,1.59,15.74,0,0,20.66,0,8.55
10028732791,3. Every Three Week Shoppers,1,34,50000,M,10016,NY-NJ,Manhattan,2012/1/9,47.93,0,169.44,23,21,4510,95.85,0,307.38,43,37,8084,5,1,2,2,2,8,3,40.38,0,0,2.14,0,7.76,5.08,0,0,3.81,0.66,6.18,1.15,4.91,3.72,5.9,0,2.05,10.33,2.66,3.27
10029028744,4. Once a Month Shoppers,0,#N/A,#N/A,#N/A,11222,NY-NJ,Brooklyn,2012/1/9,17.97,0,0.00,3,#N/A,465,17.97,0,0.00,3,#N/A,465,0,0,1,0,1,1,0,6.64,0,0,1.94,0,9.23,9.92,0,3.23,13.35,0,1.51,8,0,10.77,0.53,0,10.84,16.95,0,7.1
10029967947,1. Weekly Shoppers,1,30,100000,F,11201,NY-NJ,Brooklyn,2012/1/9,112.80,30,27.94,55,7,8142,160.72,30,45.91,66,10,8697,22,9,3,3,1,7,10,1.67,0,3.24,1.49,10.24,3.15,8.21,0.46,1.43,4,0,0.93,20.78,13.38,5.53,6.68,0,0.83,15.14,0.34,2.48
10030357891,1. Weekly Shoppers,1,66,150000,F,7740,NY-NJ,Jersey Shore,2014/6/6,0.00,15,121.19,52,35,1201,0.00,29,253.84,29,60,2456,9,13,4,7,9,5,3,3.56,0,1.9,0.79,0,11.71,8.14,0,3.41,4.43,0,1.35,12,0,4.12,1.44,0.44,1.05,23.65,21.02,0.97
10031195403,5. Infrequent Shoppers,0,46,-1,F,11215,NY-NJ,Brooklyn,2012/2/24,40.94,0,36.98,10,5,1673,118.81,0,60.95,27,10,4095,1,2,3,2,0,2,0,0,2.27,0,1.64,0,15.44,0,0,0,6.4,0,3.44,6.29,0,0,9.52,0,4.41,37.68,0,12.9
100319052,2. Bi-Weekly Shoppers,0,35,25000,F,11238,NY-NJ,Brooklyn,2004/4/1,0.00,29,25.05,30,5,5843,0.00,68,36.29,69,12,16193,4,4,5,5,3,5,3,0,0,2.19,2.91,0,33.27,1.64,0,13.31,22.82,0,1.26,0,0,0,0.4,0,4.86,7.76,0,9.6
10034880212,3. Every Three Week Shoppers,1,38,100000,M,11215,NY-NJ,Brooklyn,2012/1/10,90.86,0,5.01,14,2,2506,234.62,0,5.09,38,7,6336,0,0,0,0,0,12,2,22.94,0,1.47,2.52,0,8.86,1.43,0,12.13,6.21,4.27,3.17,0,0,0.48,27.85,2.34,0,2.3,0,4.02
10036188888,1. Weekly Shoppers,1,39,60000,F,11201,NY-NJ,Brooklyn,2012/1/10,0.00,59,5.45,61,7,8818,5.99,120,15.42,120,18,17378,6,5,11,8,12,9,8,10.27,1.1,0.24,3.28,0,18.22,0.46,0,13.01,11.05,0,3.06,1.24,0,2.78,8.8,0,0,21.02,0,5.45
100372757,3. Every Three Week Shoppers,0,40,150000,M,10280,NY-NJ,Manhattan,2004/4/1,0.00,27,10.32,29,3,2046,0.00,56,10.33,56,4,4187,4,7,7,1,3,2,3,33.1,0,0.72,0,0,6.52,3.07,0,1.92,6.84,0,0,0.78,0,16.17,0.99,0,7.77,21.04,0,1.09
100388599,3. Every Three Week Shoppers,1,46,-1,M,11201,NY-NJ,Brooklyn,2004/4/1,5.99,11,149.04,17,15,1631,5.99,59,339.56,65,46,5440,2,0,3,1,4,4,3,27.97,0,2.17,0,0,0.69,0,0,0,0.59,0,0,22.63,0,24.59,0.79,0,0,3.81,16.78,0
10038949989,5. Infrequent Shoppers,1,63,150000,F,11222,NY-NJ,Brooklyn,2012/1/12,47.93,5,122.79,18,13,3145,5.99,0,0.00,1,24,199,1,1,4,2,1,3,5,31.64,0,0.31,0.29,0,8.55,0.45,0,0.44,4.43,0,0,0.61,0,5.1,1.98,0,6.53,19.19,19.9,0.59
10039289,3. Every Three Week Shoppers,1,44,100000,F,10075,NY-NJ,Manhattan,2002/11/24,0.00,29,4.01,30,3,4522,0.00,59,6.05,59,8,8767,14,9,4,2,0,0,0,0,0.84,0,0.89,0,15.07,9.82,0,6.46,7.53,3.6,16,0.4,0,2.48,10.34,0,7.03,10.21,0.98,8.37
100414381,3. Every Three Week Shoppers,1,38,100000,M,10011,NY-NJ,Manhattan,2004/4/5,6.99,28,5.05,30,5,2550,6.99,53,6.76,54,8,4582,9,4,5,5,1,1,4,0,0,0,1.28,0,14.38,2.75,0,0,9.95,0.31,3.12,11.92,0,0,7.05,0,13.57,30.67,4.99,0
10041453707,3. Every Three Week Shoppers,0,31,175000,F,11216,NY-NJ,Brooklyn,2012/1/11,0.00,30,15.03,32,5,2285,5.99,66,29.03,69,16,4491,3,6,6,2,4,4,5,10.24,0.32,0,1.19,0,10.58,4.72,0,3.72,4.87,26.33,12.32,16.39,0,0,0.2,0.93,0,6.33,0,1.86
100414826,1. Weekly Shoppers,1,#N/A,#N/A,#N/A,10021,NY-NJ,Manhattan,2004/4/1,316.52,0,50.04,48,4,6709,328.50,0,70.04,50,5,6951,16,4,2,6,6,9,5,0,0.34,0.45,3.08,0,8.73,11.23,0,1.88,6.61,0.15,7.49,0,0,5.13,12.34,0,0.37,34.57,0,7.63
10041916634,2. Bi-Weekly Shoppers,1,43,300000,M,10024,NY-NJ,Manhattan,2012/1/11,0.00,12,4.21,50,4,1217,0.00,12,4.21,12,8,1217,7,12,7,6,6,4,6,0,0,0,4.6,0,17.86,10.33,0,2.63,9.09,0,2.36,7.51,1.55,7.9,7.63,0,5.75,18.7,1.69,2.4
100445496,2. Bi-Weekly Shoppers,1,#N/A,#N/A,#N/A,10065,NY-NJ,Manhattan,2004/4/1,245.64,0,50.60,40,9,5685,497.22,0,90.86,84,18,10293,3,2,0,3,15,13,4,7.56,0,1.11,1.4,0,3.61,16.23,0.96,0.67,5.05,0.63,7.19,0.98,0,11.06,1.61,0,4.92,14.64,22.38,0
1004478514,5. Infrequent Shoppers,0,42,15000,F,11211,NY-NJ,Brooklyn,2006/3/28,87.87,0,1.69,13,1,2221,159.75,0,7.71,25,6,4134,3,0,3,2,1,2,2,9.21,0,3.01,1.35,0,9.68,4.85,0,1.5,4.03,2.95,12.69,35.36,0,0,6.25,0,0,5.73,0,3.39
100467566,2. Bi-Weekly Shoppers,1,39,75000,F,10014,NY-NJ,Manhattan,2004/4/1,6.99,0,0.00,34,8,423,234.61,0,0.03,39,11,9374,10,2,4,5,7,6,0,0,0,0,1.36,0,11.37,2.68,0,8.41,11.57,0,10,8.41,0,2.94,29.09,0,1.24,12.18,0,0.75
100473559,2. Bi-Weekly Shoppers,0,45,100000,F,10022,NY-NJ,Manhattan,2004/4/16,6.99,18,143.88,29,17,1629,14.99,0,0.00,1,39,261,5,2,2,2,9,6,3,0,0,0,2.08,0,20.66,0,0,0,16.96,0,0,3.65,0,10.5,0,4.69,14.52,23.91,3.02,0
10047450905,5. Infrequent Shoppers,0,31,250000,F,10016,NY-NJ,Manhattan,2012/1/14,12.98,0,0.00,2,#N/A,236,41.93,0,0.00,7,#N/A,922,2,0,0,0,0,0,0,0,0,2.3,2.48,0,5.47,1.2,0,9.06,24.52,0,0,2.35,0,0,1.15,0,0,41.94,4.7,4.82
100480946,1. Weekly Shoppers,1,44,75000,F,10003,NY-NJ,Manhattan,2004/4/1,5.99,40,4.01,43,5,4506,131.78,59,18.93,81,14,9189,11,16,6,2,3,1,2,0,0,0,6.29,0,16.26,7.98,0.79,2.28,6.92,0.79,1.79,2.14,0,6.1,0,0,7.5,28.68,8.96,3.51
100488958,1. Weekly Shoppers,1,43,150000,F,10021,NY-NJ,Manhattan,2005/6/14,0.00,56,11.04,58,7,5368,0.00,119,24.01,119,18,10728,15,13,10,5,6,5,2,1.69,0.97,0.17,2.71,0,22.17,1.84,0,3.96,3.74,10.32,13.75,8.28,0,0.98,16.74,0,0.7,8.86,0,3.12
10048945836,3. Every Three Week Shoppers,1,56,150000,F,11201,NY-NJ,Brooklyn,2013/4/11,159.76,0,13.99,24,4,9170,225.65,0,16.44,35,10,12918,1,1,3,7,6,4,2,0,0,0,4.13,0,16.63,1.28,0,14,12.04,0.2,0.39,0.47,0,0,5.46,0,6.13,16.37,0,22.89
100504131,1. Weekly Shoppers,1,45,-1,F,10803,NY-NJ,Westchester/CT,2004/4/1,0.00,69,8.05,72,8,4827,0.00,117,11.77,117,13,7759,10,10,17,9,10,8,6,9.6,1.49,0.31,1.87,0,19.84,6.16,0,7.98,2.43,0,0.64,9.82,7.39,0,13.66,0,0,15,0.9,2.91
10050673509,3. Every Three Week Shoppers,1,35,150000,M,10016,NY-NJ,Manhattan,2012/1/13,0.00,27,53.59,28,12,2135,0.00,60,94.30,60,20,4343,3,0,3,8,8,3,2,6.85,0,0,2.05,0,13.36,6.15,0,0,15.39,1.97,0.56,2.4,0,0,11.52,0,0,18.87,0,20.87
100508723,4. Once a Month Shoppers,0,51,100000,F,11201,NY-NJ,Brooklyn,2004/4/1,45.93,0,0.00,7,#N/A,610,93.85,0,0.01,15,#N/A,1250,2,2,1,0,1,1,0,0,0,0,0,0,10.54,9.68,0,0,1.21,0,0,22.76,0,25.11,0,0,0,30.7,0,0
10052195924,3. Every Three Week Shoppers,1,56,200000,F,10065,NY-NJ,Manhattan,2012/1/13,0.00,41,4.01,43,3,2370,0.00,98,8.03,98,7,5409,1,1,4,2,8,24,1,0,0,0,0,0,0,0.89,0,0,0,0,3.81,0,0,23.58,0,0,22.38,42.19,7.15,0
10053636962,3. Every Three Week Shoppers,1,52,-1,M,10065,NY-NJ,Manhattan,2012/1/13,62.90,0,43.35,11,4,3181,146.76,0,43.37,25,6,5894,0,3,2,1,3,1,1,40.34,0,0.86,0.42,4.29,1.46,2.9,1.76,2.92,3.02,0,3.4,4.35,0,4.25,6.02,0,0,11.03,7.93,3.13
10054069627,2. Bi-Weekly Shoppers,1,38,55000,M,11226,NY-NJ,Brooklyn,2012/1/13,0.00,39,0.04,40,4,2586,0.00,79,2.05,79,6,5289,1,9,9,5,8,7,0,0.64,0,0,2.6,1.86,11.96,7.97,0,0.68,5.36,0,6.46,0,0,17.96,25.76,0,1.65,14.69,0,2.41
10055810280,4. Once a Month Shoppers,0,49,300000,F,10024,NY-NJ,Manhattan,2012/5/15,30.95,0,0.00,5,#N/A,301,96.84,0,11.98,18,#N/A,1100,2,1,1,0,0,1,0,0,0,1.64,2.27,0,14,12.13,0,10.62,3.09,0,14.44,4.95,0,0,10.71,14.81,0,2.78,0,8.56
10056335399,1. Weekly Shoppers,1,36,300000,F,6903,NY-NJ,Westchester/CT,2012/2/2,0.00,1,0.00,103,19,75,0.00,1,0.00,1,32,75,16,24,11,15,18,7,8,4.1,1.61,3.55,2.73,0,12.51,7.07,2.22,5.96,6.32,1.16,5.93,11.85,2.99,3.07,1.44,0,0.62,16.62,2.76,7.48
1005836192,1. Weekly Shoppers,1,45,-1,M,10021,NY-NJ,Manhattan,2006/3/29,0.00,51,18.30,53,10,4259,0.00,103,20.35,103,16,8718,9,10,10,10,2,5,5,0,0,2.4,2.19,0,26.25,1.15,0,2.73,5.17,0,1.08,0.56,0,5.76,0.45,0,3.6,33.02,12.74,2.89
100583692,3. Every Three Week Shoppers,0,47,75000,F,11217,NY-NJ,Brooklyn,2004/9/9,72.89,0,0.03,11,3,1105,138.78,0,0.05,22,5,1938,1,0,1,4,5,0,0,3.07,0,0,0,0,3.54,2.83,0,0,1.3,1.18,4.17,0,0,23.89,25.75,0,34.28,0,0,0
100587005,1. Weekly Shoppers,1,56,75000,F,11215,NY-NJ,Brooklyn,2005/1/30,0.00,74,94.84,78,19,8640,0.00,141,206.63,142,42,16511,39,8,8,5,4,6,4,0,0.57,0.18,3.45,0.89,11.95,15.65,0,1.32,9.83,4.26,0.42,4.59,0,4.04,5.28,0,13.28,23.48,0,0.81
10058721650,4. Once a Month Shoppers,0,29,100000,M,10038,NY-NJ,Manhattan,2012/1/15,0.00,0,97.89,11,11,971,0.00,3,80.98,5,22,203,2,0,0,1,2,6,0,3.94,0,0,3.54,0,4.37,0,0,21.68,17.25,0,0,0,0,19.03,0.71,0,10.7,12.8,0,5.98
10061743387,5. Infrequent Shoppers,0,79,75000,M,10019,NY-NJ,Manhattan,2012/1/14,6.99,0,0.00,6,1,61,54.91,0,0.01,9,2,476,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3.39,0,62.66,0,0,0,33.95,0,0,0,0,0
1006183601,2. Bi-Weekly Shoppers,1,43,300000,M,10038,NY-NJ,Manhattan,2006/3/31,0.00,35,10.00,36,3,4758,0.00,77,20.01,77,5,10113,4,8,1,2,0,1,19,32.73,0,0.56,0.16,0,9.74,4.48,0,0.59,3.56,0,0.18,2.31,0,7.83,1.22,0,2.95,23.19,8.97,1.51
10062780891,3. Every Three Week Shoppers,1,65,75000,F,10001,NY-NJ,Manhattan,2012/1/14,0.00,25,2.02,29,3,1332,11.98,69,2.06,71,7,3737,8,3,2,3,3,5,4,0,0,0,0,0,1.21,0,0,2.85,3.44,0,27.13,0,0,0,2.44,0,0,62.94,0,0
10062977946,2. Bi-Weekly Shoppers,1,43,75000,F,11217,NY-NJ,Brooklyn,2012/3/31,289.57,0,0.03,43,3,3027,331.50,0,0.04,50,4,3425,9,2,2,0,0,2,28,1.05,0,0.31,0,0,13.01,9.2,0,8.08,8.13,0,6.51,19.32,4.29,0.33,0,0,2.66,19.22,1.6,6.3
10065106506,4. Once a Month Shoppers,0,37,20000,F,10010,NY-NJ,Manhattan,2012/1/14,6.99,0,0.00,5,2,46,6.99,0,0.00,1,3,46,1,0,1,1,1,1,0,0,0,9.68,1.19,0,15.41,2.84,0,6.89,3.65,0.71,0,18.18,0,4.7,13.31,0,0,9.38,5.18,8.89
100683511,4. Once a Month Shoppers,0,80,150000,F,10013,NY-NJ,Manhattan,2004/4/4,0.00,10,0.01,12,1,1880,0.00,16,5.02,16,2,2585,0,2,2,1,2,0,3,19.69,0,4.9,2.94,0,10.17,7.74,0,1.31,9.21,0,9.37,7.48,0,0,3.97,0,2.38,16.87,0,3.98
100685831,1. Weekly Shoppers,1,#N/A,#N/A,#N/A,10028,NY-NJ,Manhattan,2004/4/2,12.80,89,10.37,91,10,10116,42.75,128,20.42,135,16,15100,8,13,8,20,22,16,4,0,0,0.32,4.41,0,11.28,4.7,0,1.49,19.82,4.45,1.02,0.65,0,5.06,9.74,0,2.97,26.17,1.49,6.43
10069010591,2. Bi-Weekly Shoppers,1,35,150000,F,10075,NY-NJ,Manhattan,2012/1/15,25.96,36,40.19,50,9,5075,181.70,36,80.15,71,16,8052,12,3,6,3,3,6,7,0,0,0.19,1.34,0,13.28,6.15,0,4.42,8.21,0,1.88,0.68,0,4.21,15.11,0,1.37,26.78,0,16.36
10069784442,4. Once a Month Shoppers,0,53,-1,F,10028,NY-NJ,Manhattan,2012/1/15,65.90,0,0.03,10,2,946,107.83,0,0.03,17,2,1621,2,3,0,1,1,3,0,0,0,0.64,0,0,0.51,8.81,0,0,0.6,0,2.73,0,0,0,74.11,4.28,0,6.16,0,2.15
10069875217,3. Every Three Week Shoppers,1,75,175000,F,10024,NY-NJ,Manhattan,2012/1/15,59.91,0,104.90,17,12,4564,125.80,0,159.92,37,24,9170,2,2,2,1,1,6,3,0,0,2.22,2.28,0,11.38,1.33,0,6.21,10.35,0.28,12.62,16.61,0,3.3,16.06,0,0,5.66,6.96,4.76
10070052348,3. Every Three Week Shoppers,1,27,150000,F,10006,NY-NJ,Manhattan,2012/1/15,128.81,0,92.11,32,15,3236,218.66,0,121.40,50,23,5905,5,3,5,8,4,4,2,23.94,0,0,9.5,0,13.23,0,0,10.83,3.11,3.62,9.28,18.62,0,0,1.89,0,0,0.14,0.69,5.17
10070657,3. Every Three Week Shoppers,0,48,75000,F,10010,NY-NJ,Manhattan,2002/11/24,32.95,0,127.83,20,17,2626,32.95,12,200.76,40,30,5337,7,1,3,1,1,4,3,0,0,1.82,5.06,0,15.04,5.64,0,2.22,5.37,0,0.88,10.95,0,12.34,0.3,0,7.83,24.56,4.41,3.59
10070749869,3. Every Three Week Shoppers,0,39,10000,F,10016,NY-NJ,Manhattan,2014/6/28,51.92,0,8.99,8,3,1115,105.83,0,14.99,17,6,2350,1,1,4,0,0,2,0,0,0,0,5.87,0,5.28,6.36,0,16.11,9.74,3.42,10.95,0,0,0,6.42,0,11.37,11.84,0,12.64
1007129002,1. Weekly Shoppers,1,63,100000,F,10065,NY-NJ,Manhattan,2006/4/3,0.00,58,1.24,59,5,4459,0.00,150,11.31,150,13,10733,6,6,12,11,8,11,4,1.11,0,0,3.24,0,9.82,5.33,0,0.08,11.19,0.68,30.38,0.44,0,0.25,5.86,13.93,0.26,14.47,1.13,1.82
1007160368,4. Once a Month Shoppers,0,#N/A,#N/A,#N/A,10017,NY-NJ,Manhattan,2006/3/29,30.95,0,10.00,5,1,516,66.89,0,10.00,11,1,1207,3,0,0,0,1,0,1,0,0,0,1.59,0,8.8,1.6,0,14.53,15.82,0,0,7.11,18.13,0,0,0,0,26.9,0,5.51
10072841208,2. Bi-Weekly Shoppers,1,29,100000,F,10028,NY-NJ,Manhattan,2012/1/15,0.00,41,18.00,45,6,3214,209.65,41,23.01,78,8,5542,6,31,5,0,0,1,0,0,0,0,2.91,0,21.56,5.39,0,2.43,16.72,0,8.79,5.41,0,0,0,2.62,7.76,18.93,5.26,2.22
